# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu;
# Wed Apr  1 11:51:09 2026;
#;
# User preference: * 6151;
#;
# COLUMN pl_name:        Planet Name;
# COLUMN hostname:       Host Name;
# COLUMN pl_letter:      Planet Letter;
# COLUMN hd_name:        HD ID;
# COLUMN sy_snum:        Number of Stars;
# COLUMN sy_pnum:        Number of Planets;
# COLUMN disc_year:      Discovery Year;
# COLUMN pl_orbper:      Orbital Period [days];
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au];
# COLUMN pl_rade:        Planet Radius [Earth Radius];
# COLUMN pl_radj:        Planet Radius [Jupiter Radius];
# COLUMN pl_orbeccen:    Eccentricity;
# COLUMN pl_insol:       Insolation Flux [Earth Flux];
# COLUMN pl_eqt:         Equilibrium Temperature [K];
# COLUMN pl_orbincl:     Inclination [deg];
# COLUMN st_spectype:    Spectral Type;
# COLUMN st_teff:        Stellar Effective Temperature [K];
# COLUMN st_rad:         Stellar Radius [Solar Radius];
# COLUMN st_mass:        Stellar Mass [Solar mass];
# COLUMN st_met:         Stellar Metallicity [dex];
# COLUMN st_age:         Stellar Age [Gyr];
# COLUMN rastr:          RA [sexagesimal];
# COLUMN ra:             RA [deg];
# COLUMN decstr:         Dec [sexagesimal];
# COLUMN dec:            Dec [deg];
# COLUMN glat:           Galactic Latitude [deg];
# COLUMN glon:           Galactic Longitude [deg];
# COLUMN elat:           Ecliptic Latitude [deg];
# COLUMN elon:           Ecliptic Longitude [deg];
# COLUMN sy_dist:        Distance [pc];
# COLUMN sy_plx:         Parallax [mas];
#;
pl_name,hostname,pl_letter,hd_name,sy_snum,sy_pnum,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,st_spectype,st_teff,st_rad,st_mass,st_met,st_age,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_dist,sy_plx;
BD-06 1339 c,BD-06 1339,c,,1,2,2013,125.94000000000,0.4350000000,8.38000000,0.74700000,0.310000,,,,K7/M0 V,4324.00,0.686355,0.700000,-0.1400,4.4000,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,-15.71602,211.65797,-29.42350,87.99923,20.26950000,49.3062000;
BD-08 2823 b,BD-08 2823,b,,1,2,2009,5.60000000000,0.0600000000,,,0.150000,,,0.27460,K3 V,4816.00,0.710000,0.500000,-0.0600,4.5000,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,34.75486,248.49513,-20.28382,155.83229,41.33420000,24.1641000;
BD-08 2823 c,BD-08 2823,c,,1,2,2009,237.60000000000,0.6800000000,12.50000000,1.11000000,0.190000,,,,K3 V,4746.00,0.710000,0.740000,-0.0700,4.5000,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,34.75486,248.49513,-20.28382,155.83229,41.33420000,24.1641000;
BD-10 3166 b,BD-10 3166,b,,1,1,2000,3.48777000000,0.0400000000,14.10000000,1.26000000,0.020000,,,,K0 V,5393.00,0.910000,1.470000,0.3800,0.2500,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,43.23793,263.28467,-15.96792,170.13054,84.40690000,11.8187000;
BD-11 4672 b,BD-11 4672,b,,1,2,2014,1634.00000000000,2.3600000000,14.10000000,1.25000000,0.050000,,,,K7V,4550.00,0.639000,0.651000,-0.3500,7.4000,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,-1.35959,20.54287,11.55951,278.36266,27.16650000,36.7812000;
BD-11 4672 c,BD-11 4672,c,,1,2,2020,74.20000000000,0.3000000000,4.04000000,0.36000000,0.400000,,,,K7V,4550.00,0.639000,0.651000,-0.3500,7.4000,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,-1.35959,20.54287,11.55951,278.36266,27.16650000,36.7812000;
BD-13 2130 b,BD-13 2130,b,,1,1,2007,714.29999000000,1.6600000000,12.50000000,1.11000000,0.210000,,,,G5 IV/V,4545.00,19.170000,2.120000,-0.0800,0.7400,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,3.53127,230.52055,-34.92120,119.13680,925.21400000,1.0540200;
BD-14 3065 b,BD-14 3065 A,b,,3,1,2024,4.28897310000,0.0656000000,21.59000000,1.92600000,0.066000,646.7610,2001.00,80.78000,,6935.00,2.350000,1.410000,-0.3400,2.2400,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372,32.77156,256.57364,-24.66343,161.74476,589.42300000,1.6684800;
BD-17 63 b,BD-17 63,b,,1,1,2008,655.57000000000,1.3400000000,12.80000000,1.15000000,0.543900,,,80.00000,K5 V,4714.00,0.740000,0.741000,-0.0300,4.3000,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,-77.87825,95.83026,-17.69021,359.89730,34.46030000,28.9903000;
BD-210397 b,BD-210397,b,,1,2,2023,1891.00000000000,2.6300000000,14.00000000,1.25000000,0.100000,0.0200,,,K7 V,4051.00,0.747000,0.679000,0.1200,6.2000,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,-70.45622,199.69949,-32.36798,22.68899,23.73240000,42.1075000;
BD-210397 c,BD-210397,c,,1,2,2023,6240.00000000000,5.9000000000,12.90000000,1.15000000,0.430000,0.0039,,33.00000,K7 V,4051.00,0.747000,0.690000,0.1200,4.0000,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,-70.45622,199.69949,-32.36798,22.68899,23.73240000,42.1075000;
BEBOP-3 b,BEBOP-3,b,,2,1,2025,547.00000000000,1.4440000000,14.20000000,1.26000000,0.247000,,,,,6033.00,1.414000,1.083000,-0.0200,,07h23m36.64s,110.9026550,+79d07m56.62s,79.1323952,28.11769,135.15193,56.19813,96.94102,119.05200000,8.3708400;
BEBOP-4 AB b,BEBOP-4 A,b,HD 111605,2,1,2025,1823.50000000000,3.6340000000,,,0.428000,,,,G3 V,5701.43,2.756450,1.507000,0.2615,,12h50m18.54s,192.5772651,+26d09m34.33s,26.1595358,88.99898,288.27326,28.83169,180.25475,234.29400000,4.2396900;
Barnard b,Barnard's star,b,,1,4,2024,3.15420000000,0.0229000000,0.72000000,0.06420000,0.030000,6.7600,438.00,,M3.5-4 V,3195.00,0.185000,0.162000,-0.5600,,17h57m47.67s,269.4486144,+04d44m16.73s,4.7379808,14.08585,31.04815,28.17607,269.37276,1.82655000,547.4510000;
Barnard c,Barnard's star,c,,1,4,2025,4.12440000000,0.0274000000,0.74300000,0.06630000,0.080000,,400.00,,M3.5-4 V,3195.00,0.185000,0.162000,-0.5600,,17h57m47.67s,269.4486144,+04d44m16.73s,4.7379808,14.08585,31.04815,28.17607,269.37276,1.82655000,547.4510000;
Barnard d,Barnard's star,d,,1,4,2025,2.34020000000,0.0188000000,0.69400000,0.06200000,0.040000,,483.00,,M3.5-4 V,3195.00,0.185000,0.162000,-0.5600,,17h57m47.67s,269.4486144,+04d44m16.73s,4.7379808,14.08585,31.04815,28.17607,269.37276,1.82655000,547.4510000;
Barnard e,Barnard's star,e,,1,4,2025,6.73920000000,0.0381000000,0.63700000,0.05680000,0.040000,,340.00,,M3.5-4 V,3195.00,0.185000,0.162000,-0.5600,,17h57m47.67s,269.4486144,+04d44m16.73s,4.7379808,14.08585,31.04815,28.17607,269.37276,1.82655000,547.4510000;
CD Cet b,CD Cet,b,,1,1,2020,2.29070000000,0.0185000000,1.82000000,0.16200000,,8.6000,464.00,87.48000,M5.0 V,3130.00,0.175000,0.161000,0.1300,3.0000,03h13m24.72s,48.3530155,+04d46m30.68s,4.7751881,-43.16780,175.42689,-12.69914,47.24319,8.60715000,116.1540000;
CD-35 2722 b,CD-35 2722,b,,1,1,2011,,67.0000000000,17.37392009,1.55000000,,,1800.00,,M1 V,3689.00,0.558549,0.400000,-0.1600,0.1000,06h09m19.20s,92.3300147,-35d49m31.94s,-35.8255375,-23.50087,242.56023,-59.23494,93.69096,22.38960000,44.6346000;
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,b,,1,1,2011,10037.50000000000,2.6000000000,12.40000000,1.11000000,,,370.00,,,580.50,,0.021000,,,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111,55.65506,9.59427,25.96906,218.81547,23.10000000,43.3000000;
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,b,,1,1,2021,8040000.00000000000,200.0000000000,20.84870410,1.86000000,,,1800.00,,M9-L1,2320.00,0.245000,0.014700,,0.0030,16h27m44.23s,246.9342770,-23d58m52.14s,-23.9811500,16.96444,353.60499,-2.20713,249.00440,,;
CHXR 73 b,CHXR 73,b,,1,1,2006,,210.0000000000,12.30000000,1.10000000,,,,,M3.5,3099.00,,0.350000,,0.0020,11h06m28.66s,166.6193985,-77d37m33.14s,-77.6258725,-15.92181,297.27760,-66.33310,238.70741,190.37400000,5.2343500;
CI Tau c,CI Tau,c,,1,1,2024,25.20000000000,0.1700000000,13.00000000,1.16000000,0.580000,,,,K7,3807.00,1.880857,0.900000,,0.0025,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192,-16.63607,175.46435,0.86834,70.22299,157.99800000,6.3007900;
COCONUTS-2 b,COCONUTS-2 A,b,,1,1,2021,402000000.00000000000,7506.0000000000,12.44196858,1.11000000,,,434.00,,M3 V,3406.00,0.388000,0.370000,0.0000,0.4750,07h49m12.22s,117.3009140,-76d42m09.71s,-76.7026960,-23.12313,288.91588,-76.95252,242.13763,10.88640000,91.8291000;
CT Cha b,CT Cha,b,,1,1,2007,,440.0000000000,24.66000000,2.20000000,,,2600.00,,K5e,4403.00,1.679694,,-0.5600,0.0020,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693,-14.90929,296.65359,-66.12679,235.83036,190.72000000,5.2144400;
CoRoT-1 b,CoRoT-1,b,,1,1,2008,1.50895570000,0.0275200000,16.70000000,1.49000000,0.000000,2852.6300,1898.00,85.10000,G0 V,5950.00,1.110000,0.950000,-0.3000,1.6000,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,-2.10712,215.33882,-25.97950,103.43795,787.90900000,1.2417600;
CoRoT-10 b,CoRoT-10,b,,1,1,2010,13.24060000000,0.1055000000,10.87000000,0.97000000,0.530000,16.1089,600.00,88.55000,K1 V,5075.00,0.790000,0.890000,0.2600,3.0000,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,-6.95299,37.36069,22.52660,292.89212,338.38600000,2.9269400;
CoRoT-11 b,CoRoT-11,b,,1,1,2010,2.99433000000,0.0436000000,16.03000000,1.43000000,0.000000,1890.6490,1657.00,83.17000,F6 V,6440.00,1.370000,1.270000,-0.0300,2.0000,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,4.63005,37.24009,28.92669,282.16226,655.03700000,1.5007100;
CoRoT-12 b,CoRoT-12,b,,1,1,2010,2.82804200000,0.0401600000,16.14000000,1.44000000,0.070000,661.1334,1442.00,85.48000,,5675.00,1.116000,1.078000,0.1600,6.3000,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,-2.45441,213.13155,-24.29495,101.81922,1126.37000000,0.8612340;
CoRoT-13 b,CoRoT-13,b,,1,1,2010,4.03519000000,0.0510000000,9.92000000,0.88500000,0.000000,546.5339,1700.00,88.02000,G0 V,5945.00,1.010000,1.090000,0.0100,1.6350,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,-2.43966,217.39860,-27.89339,104.36548,1148.93000000,0.8439470;
CoRoT-14 b,CoRoT-14,b,,1,1,2010,1.51214000000,0.0270000000,12.22000000,1.09000000,0.000000,,1952.00,79.60000,F9 V,6035.00,1.210000,1.130000,0.0500,4.2000,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,-2.02059,218.11787,-28.26924,105.20676,1744.60000000,0.5473580;
CoRoT-16 b,CoRoT-16,b,,1,1,2011,5.35227000000,0.0618000000,13.11000000,1.17000000,0.330000,,,85.01000,G5 V,5650.00,1.190000,1.098000,0.1900,6.7300,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026,1.10110,25.61433,17.17439,278.87249,732.40900000,1.3405600;
CoRoT-17 b,CoRoT-17,b,,1,1,2011,3.76810000000,0.0461000000,11.43000000,1.02000000,0.000000,,1626.00,88.34000,G2 V,5740.00,1.590000,1.040000,0.0000,10.7000,18h34m47.82s,278.6992360,-06d36m44.24s,-6.6122880,0.66631,25.15299,16.55509,279.01380,1176.12000000,0.8233800;
CoRoT-18 b,CoRoT-18,b,,1,1,2011,1.90006930000,0.0295000000,14.68000000,1.31000000,0.080000,823.7009,1550.00,86.50000,G9 V,5440.00,1.000000,0.950000,-0.1000,0.6000,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,-4.18491,210.81910,-23.21880,98.89441,764.88900000,1.2806300;
CoRoT-19 b,CoRoT-19,b,,1,1,2011,3.89713000000,0.0518000000,14.46000000,1.29000000,0.047000,1103.8090,2000.00,88.00000,F9 V,6090.00,1.650000,1.210000,-0.0200,5.0000,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,-5.26125,210.42057,-23.42296,97.66499,790.66300000,1.2376400;
CoRoT-2 b,CoRoT-2,b,,2,1,2008,1.74299350000,0.0279800000,16.43200000,1.46600000,0.014300,932.9076,1521.00,88.08000,,5625.00,0.906000,0.960000,0.0400,2.7000,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,-7.29102,38.26267,23.04390,293.76505,213.28300000,4.6607600;
CoRoT-20 b,CoRoT-20,b,,1,2,2011,9.24285000000,0.0900000000,9.41556000,0.84000000,0.590000,180.8704,1024.00,88.21000,G2 V,5880.00,1.020000,1.140000,0.1400,0.1000,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,-4.46860,210.38123,-22.98779,98.38708,844.06100000,1.1569900;
CoRoT-20 c,CoRoT-20,c,,1,2,2018,1675.00000000000,2.9000000000,12.20000000,1.09000000,0.600000,,,,G2 V,5880.00,1.020000,1.140000,0.1400,0.1000,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,-4.46860,210.38123,-22.98779,98.38708,844.06100000,1.1569900;
CoRoT-21 b,CoRoT-21,b,,1,1,2012,2.72474000000,0.0417000000,14.57170000,1.30000000,0.000000,,,86.80000,F8 IV,6200.00,1.950000,1.290000,0.0000,4.1000,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,-1.74447,212.37415,-23.27744,102.04203,1398.83419686,0.7148810;
CoRoT-22 b,CoRoT-22,b,,1,1,2014,9.75598000000,0.0920000000,4.88000000,0.43500000,0.077000,,885.00,89.74900,G3 V,5939.00,1.136000,1.099000,0.1700,3.3000,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,4.77500,37.48307,29.20889,282.16656,627.15800000,1.5662400;
CoRoT-23 b,CoRoT-23,b,,1,1,2011,3.63130000000,0.0480000000,11.77000000,1.05000000,0.160000,,1660.00,85.70000,G0 V,5900.00,1.610000,1.140000,0.0500,7.2000,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,4.71959,35.41749,27.42413,280.99968,1060.97000000,0.9154200;
CoRoT-24 b,CoRoT-24,b,,1,2,2014,5.11340000000,0.0560000000,3.70000000,0.33000000,0.000000,,1070.00,86.50000,K1 V,4950.00,0.860000,0.910000,0.3000,11.0000,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,-2.52763,215.81744,-26.60850,103.32705,591.55500000,1.6632900;
CoRoT-24 c,CoRoT-24,c,,1,2,2014,11.75900000000,0.0980000000,5.00000000,0.44000000,0.000000,,850.00,89.00000,K1 V,4950.00,0.860000,0.910000,0.3000,11.0000,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,-2.52763,215.81744,-26.60850,103.32705,591.55500000,1.6632900;
CoRoT-25 b,CoRoT-25,b,,1,1,2013,4.86069000000,0.0578000000,12.11000000,1.08000000,0.000000,,1330.00,84.50000,F9,6040.00,1.190000,1.090000,-0.0100,4.5000,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,4.94113,37.73014,29.50564,282.15248,1103.48000000,0.8788530;
CoRoT-26 b,CoRoT-26,b,,1,1,2013,4.20474000000,0.0526000000,14.12000000,1.26000000,0.000000,,1600.00,86.80000,G5,5590.00,1.790000,1.090000,0.0100,8.6000,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,5.92600,37.74453,30.03087,281.19256,1045.18000000,;
CoRoT-27 b,CoRoT-27,b,,1,1,2014,3.57532000000,0.0476000000,11.28700000,1.00700000,0.065000,,1500.00,86.70000,G2,5900.00,1.080000,1.050000,-0.1000,4.2100,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,6.39649,35.89455,28.69350,279.64636,1010.28000000,0.9660400;
CoRoT-28 b,CoRoT-28,b,,1,1,2015,5.20851000000,0.0603000000,10.70459500,0.95500000,0.047000,,,88.10000,G8/9 IV,5150.00,1.780000,1.010000,0.1500,12.0000,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,6.24131,36.01305,28.71575,279.86702,766.18300000,1.2768500;
CoRoT-29 b,CoRoT-29,b,,1,1,2015,2.85057000000,0.0386000000,10.08810000,0.90000000,0.082000,,,87.30000,K0 V,5260.00,0.900000,0.970000,0.2000,4.5000,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,6.45872,36.92336,29.60462,280.18210,806.50700000,1.2156200;
CoRoT-3 b,CoRoT-3,b,,1,1,2008,4.25680000000,0.0578300000,11.32000000,1.01000000,0.000000,,1695.00,85.90000,F3 V,6740.00,1.560000,1.370000,0.1400,2.2000,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,-8.12065,37.26302,21.75377,293.84289,768.77100000,1.2747200;
CoRoT-30 b,CoRoT-30,b,,1,1,2020,9.06005000000,0.0844000000,11.30988100,1.00900000,0.007000,,,90.00000,G3 V,5650.00,0.910000,0.980000,0.0200,3.0000,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,7.77355,36.66096,30.04524,278.72295,1032.23000000,0.9424470;
CoRoT-31 b,CoRoT-31,b,,1,1,2020,4.62941000000,0.0586000000,16.36514000,1.46000000,0.020000,,,83.20000,G2 IV,5700.00,2.150000,1.250000,0.0000,4.7000,06h19m16.98s,94.8207350,-04d25m20.27s,-4.4222978,-9.16321,213.22491,-27.77069,95.42992,2005.76000000,0.4700260;
CoRoT-32 b,CoRoT-32,b,,1,1,2018,6.71837000000,0.0710000000,6.38913000,0.57000000,,132.2600,938.00,89.00000,G0 VI,5970.00,0.790000,1.080000,0.0000,,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,1.86373,203.48237,-13.81584,100.36014,576.68300000,1.7058900;
CoRoT-35 b,CoRoT-35,b,,1,1,2022,3.22748000000,0.0429000000,18.83108758,1.68000000,0.000000,,1747.00,84.10000,F6 V,6390.00,1.650000,1.010000,-0.5000,6.1000,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,-7.00809,33.40059,19.30125,290.48573,1123.21000000,0.8639750;
CoRoT-36 b,CoRoT-36,b,,1,1,2022,5.61653100000,0.0660000000,15.80466279,1.41000000,0.000000,,1567.00,85.83000,F3 V,6730.00,1.520000,1.320000,-0.1000,2.1000,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,7.79576,37.04172,30.38285,278.91944,925.95800000,1.0522700;
CoRoT-4 b,CoRoT-4,b,,1,1,2008,9.20205000000,0.0900000000,13.34000000,1.19000000,0.000000,203.9517,1074.00,90.00000,,6190.00,1.170000,1.160000,0.0500,1.0000,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,-0.89847,213.22759,-23.54991,103.31727,726.41200000,1.3484400;
CoRoT-5 b,CoRoT-5,b,,1,1,2009,4.03789620000,0.0494700000,15.55800000,1.38800000,0.090000,786.2949,1438.00,85.83000,F9 V,6100.00,1.186000,1.000000,-0.2500,6.9000,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,-1.03620,211.48472,-22.14821,102.18381,882.47200000,1.1054000;
CoRoT-6 b,CoRoT-6,b,,1,1,2009,8.88659300000,0.0855000000,13.06800000,1.16600000,0.100000,,1017.00,89.07000,F9 V,6090.00,1.025000,1.050000,-0.2000,2.5000,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,4.61580,38.06304,29.61659,282.67121,645.29400000,1.5215200;
CoRoT-7 b,CoRoT-7,b,,1,3,2009,0.85359163000,0.0170160000,1.68135000,0.15000000,0.000000,,1756.00,80.10000,G9 V,5275.00,0.830000,0.820000,0.0500,1.8000,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,-2.17853,213.01042,-24.04666,102.00623,159.90600000,6.2250400;
CoRoT-7 c,CoRoT-7,c,,1,3,2009,3.69800000000,0.0460000000,2.83000000,0.25300000,0.000000,,,80.00000,G9 V,5256.00,0.864273,0.899000,0.0600,1.8000,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,-2.17853,213.01042,-24.04666,102.00623,159.90600000,6.2250400;
CoRoT-7 d,CoRoT-7,d,,1,3,2022,8.96600000000,,4.31000000,0.38400000,,,,,G9 V,5250.00,0.838900,0.915000,0.1200,1.8000,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,-2.17853,213.01042,-24.04666,102.00623,159.90600000,6.2250400;
CoRoT-8 b,CoRoT-8,b,,1,1,2010,6.21229000000,0.0630000000,6.39000000,0.57000000,0.000000,,870.00,88.40000,K1 V,5080.00,0.770000,0.880000,0.3000,3.0000,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,-7.10426,38.21286,23.11609,293.57027,322.03700000,3.0766200;
CoRoT-9 b,CoRoT-9,b,,2,1,2009,95.27265600000,0.4021000000,11.94879400,1.06600000,0.133000,,420.00,89.90000,G3 V,5625.00,0.960000,0.960000,-0.0100,6.0000,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,4.66217,37.52335,29.18378,282.30070,412.98000000,2.3929500;
DE CVn b,DE CVn,b,,2,1,2018,4098.10000000000,5.7500000000,12.40000000,1.10000000,0.000000,,,86.00000,,3579.00,0.424754,0.510000,,,13h26m52.97s,201.7207198,+45d32m43.96s,45.5455449,70.27803,104.28761,49.28848,175.93975,30.52250000,32.7338000;
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,b,,1,1,2013,246.36000000000,0.3600000000,11.90000000,1.06000000,0.345000,,,56.60000,L1.5,,,0.075000,,1.0000,08h23m02.90s,125.7620668,-49d12m01.08s,-49.2003008,-6.82669,265.61638,-64.88262,154.10579,20.77000000,48.1600000;
DH Tau b,DH Tau,b,,1,1,2004,,330.0000000000,30.26430000,2.70000000,,,2200.00,,M0.5,4371.00,0.270000,0.330000,,0.0010,04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897,-14.93888,171.89958,4.67616,69.83972,134.84600000,7.3879900;
DMPP-1 b,DMPP-1,b,HD 38677,1,4,2019,17.81200000000,0.1423000000,4.26000000,0.38000000,0.200000,,877.00,,F8 V,6196.00,1.260000,1.210000,,2.0100,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,-19.05301,215.35863,-34.02682,86.17215,62.53880000,15.9613000;
DMPP-1 c,DMPP-1,c,HD 38677,1,4,2019,10.03000000000,0.0973000000,3.31000000,0.29500000,0.220000,,1239.00,,F8 V,6196.00,1.260000,1.210000,,2.0100,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,-19.05301,215.35863,-34.02682,86.17215,62.53880000,15.9613000;
DMPP-1 d,DMPP-1,d,HD 38677,1,4,2019,3.14170000000,0.0446700000,2.02000000,0.18000000,0.360000,,1632.00,,F8 V,6196.00,1.260000,1.210000,,2.0100,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,-19.05301,215.35863,-34.02682,86.17215,62.53880000,15.9613000;
DMPP-1 e,DMPP-1,e,HD 38677,1,4,2019,5.51600000000,0.0651000000,1.86000000,0.16600000,0.070000,,1314.00,,F8 V,6196.00,1.260000,1.210000,,2.0100,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,-19.05301,215.35863,-34.02682,86.17215,62.53880000,15.9613000;
DMPP-2 b,DMPP-2,b,HD 11231,1,3,2019,5.20300000000,0.0663800000,14.20000000,1.27000000,0.060000,,1000.00,,F5 V,6500.00,1.780000,1.410000,,2.0000,01h49m37.86s,27.4077310,-34d27m32.75s,-34.4590985,-75.53420,246.92255,-42.07502,9.54694,137.94000000,7.2208400;
DMPP-2 c,DMPP-2,c,HD 11231,1,3,2026,3.16800000000,0.0478900000,8.26000000,0.73700000,0.280000,,,,F5 V,6500.00,1.780000,1.410000,,2.0000,01h49m37.86s,27.4077310,-34d27m32.75s,-34.4590985,-75.53420,246.92255,-42.07502,9.54694,137.94000000,7.2208400;
DMPP-2 d,DMPP-2,d,HD 11231,1,3,2026,16.49100000000,0.1432000000,11.60000000,1.03000000,0.100000,,,,F5 V,6500.00,1.780000,1.410000,,2.0000,01h49m37.86s,27.4077310,-34d27m32.75s,-34.4590985,-75.53420,246.92255,-42.07502,9.54694,137.94000000,7.2208400;
DMPP-3 A b,DMPP-3 A,b,HD 42936,2,1,2019,5.59000000000,0.0595800000,1.44000000,0.12900000,0.420000,,854.00,,K0 V,5138.00,0.910000,0.900000,0.1800,10.9000,06h06m29.84s,91.6243532,-72d30m51.50s,-72.5143057,-29.14459,283.21153,-84.01994,265.30674,46.89170000,21.2977000;
DMPP-4 b,DMPP-4,b,HD 184960,1,1,2023,3.49820000000,0.0485300000,3.53000000,0.31500000,0.063000,,,,F5-F8 V,6400.00,1.380000,1.250000,-0.0070,2.1500,19h34m19.84s,293.5826648,+51d14m08.90s,51.2358069,14.58774,83.46183,70.67254,319.18331,25.32840000,39.4525000;
DMPP-6 b,DMPP-6,b,HD 67200,1,2,2026,7.60270000000,0.0779000000,2.28000000,0.20300000,0.340000,,,,,6182.09,1.270000,1.079000,0.3200,,08h01m32.59s,120.3857827,-70d01m24.34s,-70.0234291,-19.69330,282.68815,-78.38076,210.90383,54.63030000,18.2759000;
DMPP-6 c,DMPP-6,c,HD 67200,1,2,2026,36.44100000000,0.2206000000,3.74000000,0.33400000,0.310000,,,,,6182.09,1.270000,1.079000,0.3200,,08h01m32.59s,120.3857827,-70d01m24.34s,-70.0234291,-19.69330,282.68815,-78.38076,210.90383,54.63030000,18.2759000;
DMPP-7 b,DMPP-7,b,HD 118006,1,1,2026,4.98400000000,0.0587300000,9.13000000,0.81500000,0.100000,,,,G1 V,5996.82,1.539490,1.090000,,3.8700,13h34m06.83s,203.5284651,+00d29m55.73s,0.4988127,61.46669,325.73495,9.60042,201.58472,101.38600000,9.8348200;
DMPP-8 b,DMPP-8,b,HD 191122,1,1,2026,62.91500000000,0.3098000000,10.80000000,0.96000000,0.275000,,,,,6009.00,1.240000,0.990000,,,20h21m14.00s,305.3083517,-81d37m00.00s,-81.6166664,-30.04368,311.88706,-59.35618,279.51226,76.13350000,13.1060000;
DMPP-9 b,DMPP-9,b,HD 200133,1,1,2026,12.73300000000,0.1097000000,3.89000000,0.34700000,0.250000,,,,,6092.00,1.260000,1.100000,,,21h05m13.44s,316.3060007,-66d57m29.38s,-66.9581622,-37.70513,327.31219,-47.45379,294.73761,109.53900000,9.1002900;
DP Leo b,DP Leo,b,,2,1,2009,10220.00000000000,8.1900000000,12.70000000,1.14000000,0.390000,,,,,13500.00,0.011500,0.690000,,,11h17m15.89s,169.3162193,+17d57m41.66s,17.9615717,66.45634,230.89636,12.28550,163.07026,305.68400000,3.2780700;
DS Tuc A b,DS Tuc A,b,HD 222259 A,2,1,2019,8.13826800000,,5.70000000,0.50851994,0.000000,115.8276,850.00,89.50000,G6 V,5428.00,0.964000,1.010000,0.0000,0.0450,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,-46.63356,312.10146,-57.68720,311.43551,44.06220000,22.6663000;
